arcade_code,physical_hash,rom_offset,palette_bank
0x07D4,0ac8449cc3e6,pc080sn+0xFA80,"0x002 (PROVEN, all 854 BG single vocab)"
0x07D5,1b313aeb8785,pc080sn+0xFAA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07D6,3d6ff8bb5e30,pc080sn+0xFAC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07D7,63481ac439c6,pc080sn+0xFAE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07D8,877ec6f2525c,pc080sn+0xFB00,"0x002 (PROVEN, all 854 BG single vocab)"
0x07D9,e26b9e3c5d65,pc080sn+0xFB20,"0x002 (PROVEN, all 854 BG single vocab)"
0x07DA,f4c4267f9bff,pc080sn+0xFB40,"0x002 (PROVEN, all 854 BG single vocab)"
0x07DB,eb5569c1a00d,pc080sn+0xFB60,"0x002 (PROVEN, all 854 BG single vocab)"
0x07DC,7dd0280acd1f,pc080sn+0xFB80,"0x002 (PROVEN, all 854 BG single vocab)"
0x07DD,d9050f526fec,pc080sn+0xFBA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07DE,f063701eeb4d,pc080sn+0xFBC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07DF,323b191ae0c1,pc080sn+0xFBE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07E0,4c06d39e5fc6,pc080sn+0xFC00,"0x002 (PROVEN, all 854 BG single vocab)"
0x07E1,12880b46a1c4,pc080sn+0xFC20,"0x002 (PROVEN, all 854 BG single vocab)"
0x07E2,a6dd2ccfada8,pc080sn+0xFC40,"0x002 (PROVEN, all 854 BG single vocab)"
0x07E3,62859a936ee8,pc080sn+0xFC60,"0x002 (PROVEN, all 854 BG single vocab)"
0x07E4,3f10e06067c9,pc080sn+0xFC80,"0x002 (PROVEN, all 854 BG single vocab)"
0x07E5,5e16de20c61c,pc080sn+0xFCA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07E6,5cf6e7ed244a,pc080sn+0xFCC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07E7,2425b7056041,pc080sn+0xFCE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07E8,6858ea2d3db5,pc080sn+0xFD00,"0x002 (PROVEN, all 854 BG single vocab)"
0x07E9,97a92885d924,pc080sn+0xFD20,"0x002 (PROVEN, all 854 BG single vocab)"
0x07EA,dfac0d31633a,pc080sn+0xFD40,"0x002 (PROVEN, all 854 BG single vocab)"
0x07EB,794e4aeed45c,pc080sn+0xFD60,"0x002 (PROVEN, all 854 BG single vocab)"
0x07EC,940c5f4e1516,pc080sn+0xFD80,"0x002 (PROVEN, all 854 BG single vocab)"
0x07ED,44f5e32f794d,pc080sn+0xFDA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07EE,7eb62bbf10ef,pc080sn+0xFDC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07EF,6e6786153572,pc080sn+0xFDE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07F0,dc452a77547b,pc080sn+0xFE00,"0x002 (PROVEN, all 854 BG single vocab)"
0x07F1,1b84a653b13c,pc080sn+0xFE20,"0x002 (PROVEN, all 854 BG single vocab)"
0x07F2,05d61df023fa,pc080sn+0xFE40,"0x002 (PROVEN, all 854 BG single vocab)"
0x07F3,fa25bca5eaed,pc080sn+0xFE60,"0x002 (PROVEN, all 854 BG single vocab)"
0x07F4,d08638d983dc,pc080sn+0xFE80,"0x002 (PROVEN, all 854 BG single vocab)"
0x07F5,c069704a6e54,pc080sn+0xFEA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07F6,f41108690f70,pc080sn+0xFEC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07F7,51498041145b,pc080sn+0xFEE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x07F8,51f1068a5154,pc080sn+0xFF00,"0x002 (PROVEN, all 854 BG single vocab)"
0x07F9,f2f60e496f3f,pc080sn+0xFF20,"0x002 (PROVEN, all 854 BG single vocab)"
0x07FA,06c37c8cadc5,pc080sn+0xFF40,"0x002 (PROVEN, all 854 BG single vocab)"
0x07FB,caf5caa5f593,pc080sn+0xFF60,"0x002 (PROVEN, all 854 BG single vocab)"
