arcade_tile_code,records_used,exact_hash,flip_normalized_hash,dup_group_id,dup_group_size
0x0A59,15,ecb6317c7407,6ca04cfd2601,1254,1
0x0A5A,15,0bb1f07daab2,3bd9412c43c8,1255,1
0x0A5B,15,e7cda5e50422,1a62e1f86661,1256,1
0x0A5C,15,2ebfc9041541,b6621798db33,1257,1
0x0A5D,15,f08ca0fbc51e,dcf471d5f325,1258,1
0x0A5E,15,5d840e1e3c8a,30533e3b47bf,1259,1
0x0A5F,15,da8a7be0db1c,e18697466879,1260,1
0x0A60,15,042bc9ec00ed,b82237f7bc07,1261,1
0x0A61,15,b4974c26c438,3ec588e71990,1262,1
0x0A62,15,31d5536b3699,aa984491513a,1263,1
0x0A63,15,4f1be43fdf7b,12d6d7e38509,1264,1
0x0A64,15,d9aac684441a,156067b75908,1265,1
0x0A65,15,405a4cf89175,afde673f7b7b,1266,1
0x0A66,15,5662fee97252,1c1b3cfda204,1267,1
0x0A67,15,9ffd1b657c8f,7a4e63034196,1268,1
0x0A68,15,e74760fbd75f,9428396ee53f,1269,1
0x0A69,15,395c8666d7bb,c0be2cc4131f,1270,1
0x0A6A,15,ae386b49731d,ecf4c8a5d842,1271,1
0x0A6B,15,f74fa34c2609,567ae1e1ede0,1272,1
0x0A6C,15,a67e519d7464,06dd630ed8db,1273,1
0x0A6D,15,0426e28029ad,1357c5bb0c1c,1274,1
0x0A6E,15,646d55c4ce5d,2623d2891c86,1275,1
0x0A6F,15,5c6254b19c9d,34bdcd05cb1c,1276,1
0x0A70,15,5ce8aaa6c5ad,8f9de2b10e1b,1277,1
0x0A71,15,b04bc19c7ea6,df3cd3c8b626,1278,1
0x0A72,15,22ef676d483b,12e45f4c222f,1279,1
0x0A73,15,f786cbb4d7b8,78675cc6ac0e,1280,1
0x0A74,15,db930379739a,c3a44072f4aa,1281,1
0x0A75,15,3bb3a1bcfbba,0308c9419b6c,1282,1
0x0A76,15,464c990331cc,6751391a18b3,1283,1
0x0A77,15,95382add15dd,95382add15dd,1284,1
0x0A78,15,fc6668468ea3,26d16eb85979,1285,1
0x0A79,15,e4e3665153a2,5027785eeb5b,1286,1
0x0A7A,15,69e00a0ba0c1,e13296a2c1f9,1287,1
0x0A7B,15,4a0de7fd9ae1,8864b097e613,1288,1
0x0A7C,15,84b56378c078,15d803f9d264,1289,1
0x0A7D,15,da56b2c10a82,da812d06494f,1290,1
0x0A7E,15,417620a03ca5,089cf15562fe,1291,1
0x0A7F,15,4569e2181b1c,415013499f1d,1292,1
0x0A80,15,e05e7fc0b073,e05e7fc0b073,1293,1
0x0A81,15,4b189ecbd6d7,d07c16c56734,1294,1
0x0A82,15,e87a48df8606,2ac11aefb5c5,1295,1
0x0A83,15,0cfa0c1ba927,0cfa0c1ba927,1296,1
0x0A84,15,9113e33cf5b6,020b29d8559d,1297,1
0x0A85,15,e64c8801a41f,bcafe4f69bfb,1298,1
0x0A86,15,88c6906d10f2,f8bba50d9c1d,1299,1
0x0A87,15,c0d8290ce3c1,da5f29951b2c,1300,1
0x0A88,15,48efa2bd18e0,303766b6bc7a,1301,1
0x0A89,15,715c7bcc0605,c5ed3b6d2986,1302,1
0x0A8A,15,a277f716752c,a277f716752c,1303,1
0x0A8B,15,5976b9b5e641,9165aa33c2aa,1304,1
0x0A8C,15,3c8343a3c559,3c8343a3c559,1305,1
0x0A8D,15,511250c8b60a,511250c8b60a,1306,1
0x0A8E,15,4c40143dd976,e8d9a539be30,1307,1
0x0A8F,15,bada1ed93468,bada1ed93468,1308,1
0x0A90,15,8768b4ac7081,ed9f1688bfe4,1309,1
0x0A91,15,0fe78e20212f,0fe78e20212f,1310,1
0x0A92,15,5075c6ffee36,30ee35e858ee,1311,1
0x0A93,15,5bd7bafcf806,77b71f74989e,1312,1
0x0A94,15,912da97afa2b,912da97afa2b,1313,1
0x0A95,15,98ed71f7b6cd,98ed71f7b6cd,1314,1
